NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IP,VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA,
 VELEBNOC1002X1,Port-channel3.633,RED1-VL633-PEPSICO-PANAM;ID:26066,633,172.23.248.61 255.255.255.252,80M,80M,
 VELEBNOC1002X1,Port-channel3.635,RED1-VL635-SMARTCALL;ID:26088,635,172.23.248.97 255.255.255.252,30M,30M,
 VELEBNOC1002X1,Port-channel3.639,RED1-VL639-BOL-REVISTA-EXCLUSIVA,639,172.23.248.213 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel3.645,HILTI;ID:25872,645,172.23.253.241 255.255.255.252,6M,6M,
 VELEBNOC1002X1,Port-channel3.648,BOL-GALPON-NODO,648,190.94.208.221 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel3.653,PEPSICO-GALPONES;ID:26057,653,172.23.245.45 255.255.255.252,30M,30M,
 VELEBNOC1002X1,Port-channel3.656,BOL-OSERCA,656,172.23.245.133 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel3.664,CASIO-PPAL-IP;ID:26307,664,172.23.251.161 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel3.665,CASIO-PPAL-MGM;ID:26307,665,172.23.249.81 255.255.255.240,,,
 VELEBNOC1002X1,Port-channel4,CUST_LEBRUN-CCS3750LEBX3_Gi1/0/51,,,,,
 VELEBNOC1002X1,Port-channel4.1105,GRAPHO-FORMAS;ID:25978,1105,172.23.251.45 255.255.255.252,5M,5M,
 VELEBNOC1002X1,Port-channel4.1110,NEB&ASOCIADOS;ID:26024,1110,172.23.250.133 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel4.1111,LEB-PANDORA_PRUEBA,1111,190.94.210.97 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel4.1112,RED1-VL1112-CORP-SISA-LEB;ID:26031,1112,172.23.250.201 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel4.1114,RED1-VL1114-LEB-CONFECCIONES-LC,1114,172.23.250.205 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel4.1116,EXCEL-GAMA-DISTRI;ID:26091,1116,172.23.248.221 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel4.1124,CASA-ROSNEFT;ID:26054,1124,172.23.248.177 255.255.255.252,80M,80M,
 VELEBNOC1002X1,Port-channel4.1129,DBACCESS;ID:26096,1129,172.23.247.65 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel4.1130,MULTIMEDICA;ID:26145,1130,172.23.247.69 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel4.1137,LEB-BAUMER-BAVE,1137,172.23.247.97 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel4.1145,PLAN-SUAREZ-LA-URBINA;ID:26183,1145,172.23.245.93 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel4.1146,LEB-CORPORACION-KADRI,1146,172.23.245.49 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel4.1148,LEB-PS-LA-URBINA-VPN,1148,,,,
 VELEBNOC1002X1,Port-channel4.1214,FAROCA-UNICEN;ID:26257,1214,172.23.244.37 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel4.1702,LEB-EXC-GAMA-M,1702,172.23.254.33 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel4.1705,LEB-ULTIMAS-NOTICIAS,1705,172.23.245.185 255.255.255.252,60M,60M,
 VELEBNOC1002X1,Port-channel4.1720,GAMA-URBINA;ID:26091,1720,172.23.244.217 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5,CUST-CAURIMARE-CCSJ4500LEBX1_xe-0/0/19,,,,,
 VELEBNOC1002X1,Port-channel5.120,LEBH-MAILVE,120,181.225.41.1 255.255.255.240,,,
 VELEBNOC1002X1,Port-channel5.122,LEBH-MAZARS;ID:25710,122,181.225.40.201 255.255.255.248,20M,20M,
 VELEBNOC1002X1,Port-channel5.201,MCCY-INFRA-CARACAS,201,181.225.44.177 255.255.255.248,20M,20M,
 VELEBNOC1002X1,Port-channel5.213,MCCY-CHARVENCA-CSP;ID:26070,213,172.23.252.221 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel5.216,MCCY-GAMA-MCY-EXPRESS;ID:26091,216,172.23.254.109 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.222,MCCY-MERCADOMEGA-SW,222,172.23.244.201 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.622,BOL-SWEETCHERRY,622,172.23.250.41 255.255.255.252,200M,200M,
 VELEBNOC1002X1,Port-channel5.790(shutdown),LEB-NTIS-EG-LATRI,790,172.23.252.193 255.255.255.252,60M,60M,
 VELEBNOC1002X1,Port-channel5.1106,LEB-INFOGUIA,1106,172.23.250.29 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel5.1252,CAURI-PLAN-SUAREZ,1252,172.23.245.113 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel5.1253,LEB-PS-CAURIMARE-VPN,1253,,,,
 VELEBNOC1002X1,Port-channel5.1255,CAU-GRUPO-GLOBAL,1255,172.23.245.149 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel5.1257,CASATE;ID:26272,1257,172.23.244.165 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel5.1258,GAMA-CAURIMARE;ID:26091,1258,172.23.254.189 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.1260,GAMA-CHUAO;ID:26091,1260,172.23.253.197 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.1263,IJLUD-OFICINA;ID:23049,1263,172.23.251.5 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel5.1264,IJLUD-TEMPLO;ID:23049,1264,172.23.251.9 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel5.1269,CAU-EGAMA-VIZCAYA-SW,1269,172.23.241.205 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel5.1271,CAU-BIMBO,1271,172.23.241.213 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel5.1274,CAU-GESTION-OLT,1274,172.23.252.201 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.1601,SEBUC-PRAGMA-VSEB,1601,190.94.210.225 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.1657,LEB-FAROCA-VISTAL(2NET),1657,172.23.245.169 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.1672(shutdown),LEB-HQ-RENTAL-IP,1672,190.94.199.41 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.1678,GAMA-SW;ID:26091,1678,172.23.244.53 255.255.255.252,,,
 VELEBNOC1002X1,Port-channel5.1716,IMPORTMED-SPINAL;ID:26266,1716,172.23.246.249 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel5.1726,OPS-LOS-RUICES;ID:25928,1726,172.23.244.149 255.255.255.252,30M,30M,
 VELEBNOC1002X1,Port-channel5.1732,LEB-PLANI-LOMBARDA,1732,172.23.242.73 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6,OLT-LEB,,,,,
 VELEBNOC1002X1,Port-channel6.3150,DIVISION-365;ID:26246,3150,172.23.246.209 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3151,LEB-QTA-ODETE,3151,190.94.252.209 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3152,HERGLY;ID:26268,3152,172.23.246.213 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3153,INVERSIONES-747;ID:26250,3153,172.23.246.221 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3155,FC-PHARMA;ID:26314,3155,172.23.244.237 255.255.255.252,60M,60M,
 VELEBNOC1002X1,Port-channel6.3156,LEB-GOWEB,3156,172.23.241.77 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3400,CHOCOBRU;ID:26121,3400,172.23.247.185 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3401,BOL-HEB-CAM,3401,172.23.253.97 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3402,BOL-WEDOO,3402,172.23.247.249 255.255.255.252,25M,25M,
 VELEBNOC1002X1,Port-channel6.3403,BOL-TELCORP-HSJ,3403,172.23.245.249 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel6.3404,BOL-QTA-MI-REFUGIO,3404,172.23.245.165 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3405,BOL-RIVOLI,3405,172.23.252.169 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3406,BOL-JUAN-CARLOS-V,3406,172.23.252.177 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3407,CAPI;ID:25738,3407,172.23.252.185 255.255.255.252,70M,70M,
 VELEBNOC1002X1,Port-channel6.3408,TECNOCOM;ID:25979,3408,172.23.252.253 255.255.255.252,90M,90M,
 VELEBNOC1002X1,Port-channel6.3409,BOL-JOSEPH-SIMKIN,3409,172.23.250.149 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3410,BOL-BET-SHMUEL-ESTE,3410,190.94.210.189 255.255.255.252,4M,4M,
 VELEBNOC1002X1,Port-channel6.3411,BOL-VALORALTA,3411,172.23.248.185 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3412,CONSIS;ID:26123,3412,172.23.247.41 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3413,BOL-INFOTAX,3413,172.23.247.45 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3414,HEB-COLEGIO;ID:25736,3414,172.23.254.185 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3415,OPAS-PRAGMA;ID:26056,3415,172.23.247.177 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3416,MICROFILMS;ID:26174,3416,172.23.247.173 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3417,GALAXIA-MEDICA;ID:26137,3417,172.23.245.5 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3418,LA-PERLA;ID:26207,3418,172.23.245.37 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel6.3419,BOL-CGSI,3419,172.23.245.65 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3420,MAPLOCA;ID:26056,3420,172.23.245.153 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3421,BOL-OLTP-URB,3421,172.23.255.237 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3422,ALBORADA;ID:26193,3422,172.23.245.145 255.255.255.252,30M,30M,
 VELEBNOC1002X1,Port-channel6.3423,PROD_KHYM;ID:26215,3423,172.23.245.189 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3425,OLTP-ATM;ID:26212,3425,172.23.244.65 255.255.255.252,60M,60M,
 VELEBNOC1002X1,Port-channel6.3426,BOL-HOGAR-LUVADICHT,3426,190.94.250.185 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3427,CAUCHOS-MUNDIAL;ID:26335,3427,172.23.243.133 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel6.3428,LIBERTY-OFINCA;ID:26186,3428,172.23.243.209 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3429,GRUPO-PHX;ID:26283,3429,172.23.243.181 255.255.255.252,60M,60M,
 VELEBNOC1002X1,Port-channel6.3430,BOL-COLEGIO-FRANCIA,3430,172.23.243.185 255.255.255.252,200M,200M,
 VELEBNOC1002X1,Port-channel6.3431,BRANZA-1800;ID:26369,3431,172.23.243.221 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3432,AGROP-MUNDIAL;ID:26446,3432,172.23.243.225 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3433,BOL-HOTECHE,3433,172.23.243.97 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3434,BOL-DROGUERIA-NENA,3434,172.23.243.109 255.255.255.252,80M,80M,
 VELEBNOC1002X1,Port-channel6.3435,BOL-AVILAIRE,3435,172.23.243.117 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3436,BOL-SMARTCALL-PANALP,3436,172.23.244.29 255.255.255.252,105M,105M,
 VELEBNOC1002X1,Port-channel6.3437,BOL-SALVA-LOGISTC,3437,172.23.244.69 255.255.255.252,150M,150M,
 VELEBNOC1002X1,Port-channel6.3438,BOL-CL-LOS-CORTIJOS,3438,172.23.246.201 255.255.255.252,30M,30M,
 VELEBNOC1002X1,Port-channel6.3439,BOL-LIBERTY-EXP-BOL,3439,172.23.243.29 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3440,BOL-POLINAC,3440,172.23.243.33 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3441,BOL-KORES,3441,172.23.243.49 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3442,BOL-FARMACIA-ADAN,3442,172.23.246.57 255.255.255.252,80M,80M,
 VELEBNOC1002X1,Port-channel6.3443,BOL-GENERACION-TECN,3443,172.23.246.113 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3444,BOL-PRC-SEGRE,3444,172.23.246.25 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3445,BOL-DGCIM-OPER,3445,172.23.245.193 255.255.255.252,110M,110M,
 VELEBNOC1002X1,Port-channel6.3446,BOL-DGCIM-LOGISTICA,3446,172.23.245.197 255.255.255.252,5M,5M,
 VELEBNOC1002X1,Port-channel6.3447,BOL-PRIMTEK-WILSON,3447,172.23.245.209 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel6.3448,BOL-PRIMTEK-CCBC,3448,172.23.245.213 255.255.255.252,PRIMTEK,PRIMTEK,
 VELEBNOC1002X1,Port-channel6.3449,BOL-LIDER-PRAGMA,3449,172.23.245.225 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel6.3450,BOL-CANGURO,3450,172.23.244.113 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel6.3451,BOL-DIR-GROUP-AUTANA,3451,172.23.245.117 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3452,BOL-NIVTAJ-TSALACH,3452,172.23.246.165 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3453,BOL-PEPSICO,3453,172.23.248.57 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel6.3454,BOL-GINA,3454,172.23.248.53 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3455,BOL-HEB-WIFI,3455,181.225.43.97 255.255.255.248,50M,50M,
 VELEBNOC1002X1,Port-channel6.3456,BOL-HEBRAICA-CLUB,3456,172.23.254.105 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3457,BOL-TELEVEN,3457,172.23.247.17 255.255.255.252,200M,200M,
 VELEBNOC1002X1,Port-channel6.3458,BOL-SMARTCALL-COLEG,3458,172.23.247.37 255.255.255.252,125M,125M,
 VELEBNOC1002X1,Port-channel6.3459,BOL-PRC-DANISA,3459,172.23.252.145 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3460,BOL-PRC333-MONACA,3460,172.23.248.245 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3461,BOL-MOL-NACIONALES,3461,172.23.254.249 255.255.255.252,80M,80M,
 VELEBNOC1002X1,Port-channel6.3462,BOL-ARTROGEN,3462,172.23.245.173 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3464,COOP-COLMENA;ID:26579,3464,172.23.241.105 255.255.255.252,100M,100M,
 VELEBNOC1002X1,Port-channel6.3500,MCCY-CONTALFA,3500,172.23.252.233 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3501,MCCY-CLOUDHOPP,3501,172.23.243.165 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3502,MCCY-DILOJA,3502,172.23.248.233 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3503,MCCY-MUD-INT-LLANITO,3503,172.23.247.1 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel6.3504,MCCY-STP-CONSULTORES,3504,172.23.247.13 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3505,MCCY-CENTRO-MARMOL,3505,172.23.243.73 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3506,MCCY-CHARVENCA,3506,172.23.248.249 255.255.255.252,50M,50M,
 VELEBNOC1002X1,Port-channel6.3507,MCCY-JETCIVEN;ID:26190,3507,172.23.245.101 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3508,MCCY-LAB-SULCAGEL,3508,172.23.245.73 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel6.3509,MCCY-AROMACOM-GROUP,3509,172.23.244.153 255.255.255.252,40M,40M,
 VELEBNOC1002X1,Port-channel6.3510,MCCY-LASER;ID:26128,3510,172.23.247.85 255.255.255.252,20M,20M,
 VELEBNOC1002X1,Port-channel6.3511,MCCY-GRUPO-PRINCIPAL;ID:26130,3511,172.23.247.129 255.255.255.252,10M,10M,
 VELEBNOC1002X1,Port-channel6.3513,MCCY-NEUTRONA-EAGLE,3513,172.23.245.129 255.255.255.252,50M,50M,
 VELEBNOC1002X1,GigabitEthernet0/0/0,CCS3750LEBX3_CONEXION_DIRECTA,,,,,
 VELEBNOC1002X1,GigabitEthernet0/0/1,,,,,,
 VELEBNOC1002X1,GigabitEthernet0/0/2(shutdown),CCSJ4500LEBX1_ge-0/0/19-CAURIMARE,,,,,
 VELEBNOC1002X1,GigabitEthernet0/0/3,CCSJ4500LEBX1_ge-0/0/17,,,,,
 VELEBNOC1002X1,TenGigabitEthernet0/1/0,CCSJ4500LEBX1_xe-0/0/19-CAURIMARE,,,,,
 VELEBNOC1002X1,TenGigabitEthernet0/2/0,,,,,,
 VELEBNOC1002X1,TenGigabitEthernet0/2/0.29,L3-LEBRUN,29,172.23.249.19 255.255.255.240,,,
 VELEBNOC1002X1,TenGigabitEthernet0/2/0.30,CRED-LEBRUN,30,172.23.249.37 255.255.255.240,,,
 VELEBNOC1002X1,TenGigabitEthernet0/3/0,OLT-LEB_SFP+2,,,,,
 VELEBNOC1002X1,GigabitEthernet0,,,10.0.0.1 255.255.255.252,,,
 VELEBNOC1004X1,Loopback0,,,181.225.41.25 255.255.255.255,,,
,,,,,,,
 VELEBNOC1004X1,Port-channel1,BACKBONE,,,,,
 VELEBNOC1004X1,Port-channel1.9(shutdown),,9 native,172.23.249.8 255.255.255.240,,,
 VELEBNOC1004X1,Port-channel1.29,L3-LEBRUN,29,172.23.249.18 255.255.255.240,,,
 VELEBNOC1004X1,Port-channel1.30,CRED-LEBRUN,30,172.23.249.38 255.255.255.240,,,
 VELEBNOC1004X1,Port-channel2,CCSJ4500LEBX1_ae4_(OLT_CAURIMARE),,,,,
 VELEBNOC1004X1,Port-channel2.3807,,3807,190.94.244.229 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3,CCSJ4500LEBX1_ae6_(clientes_Lebrun),,,,,
 VELEBNOC1004X1,Port-channel3.916,LEV3-CIX,916,172.23.255.189 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.918,LEV3-CHIRCALNET,918,172.23.254.25 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.919,LEV3-360,919,172.23.254.29 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.933,LEV3-360-MEGADATTA,933,172.23.254.53 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.1150,LEB-GESTION-OLT,1150,172.23.252.197 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel3.1256,CAU-TOP-QTASANJOSE,1256,190.94.218.65 255.255.255.248,300M,300M,
 VELEBNOC1004X1,Port-channel4,CCSJ4500LEBX1_ae8_(clientes_Lebrun2),,,,,
 VELEBNOC1004X1,Port-channel4.130,,130,172.23.250.209 255.255.255.252,,,
 VELEBNOC1004X1,Port-channel4.215,MCCY-FAROCA-CSP,215,172.23.244.121 255.255.255.252,100M,100M,
 VELEBNOC1004X1,Port-channel4.924,LEV3-WIFISOLUTION,924,172.23.252.53 255.255.255.252,10M,10M,
 VELEBNOC1004X1,Port-channel4.937,LEV3-360-IPIFX,937,172.23.244.209 255.255.255.252,30M,30M,
