NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IP,VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA,
 VELEBNOC1004X1,Port-channel4.940,LEV3-360-IPIFX2,940,190.94.199.89 255.255.255.252,360NET,360NET,
 VELEBNOC1004X1,Port-channel4.942,LEV3-FONET,942,181.225.40.49 255.255.255.248,FONET-CAP,FONET,
 VELEBNOC1004X1,Port-channel4.1106(shutdown),LEB-INFOGUIA,1106,172.23.250.29 255.255.255.252,20M,20M,
 VELEBNOC1004X1,Port-channel4.1115,LEB-EXCEL-GAMA-PPAL,1115,172.23.248.217 255.255.255.252,300M,300M,
 VELEBNOC1004X1,Port-channel4.1135,LEB-CORFIN,1135,172.23.248.73 255.255.255.252,100M,100M,
 VELEBNOC1004X1,Port-channel4.1251,CAURI-FONDOV-MUNECA,1251,172.23.245.109 255.255.255.252,10M,10M,
 VELEBNOC1004X1,Port-channel4.1262,CAU-NODO-CONCORDE,1262,190.94.218.73 255.255.255.248,200M,200M,
 VELEBNOC1004X1,Port-channel4.1536(shutdown),MCY-NODOV-IP,1536,181.225.42.169 255.255.255.248,MCY-NODOV,MCY-NODOV,
 VELEBNOC1004X1,Port-channel4.1601(shutdown),SEBUC-PRAGMA-VSEB,1601,190.94.210.225 255.255.255.252,PRAGMA-VILLA-SEB,PRAGMA-VILLA-SEB,
 VELEBNOC1004X1,Port-channel4.1684,LEB-TEKKOA-AZOTEA,1684,190.94.209.249 255.255.255.248,200M,200M,
 VELEBNOC1004X1,Port-channel4.1713,LEB-WIFI-SOLUTI-IP,1713,190.94.245.217 255.255.255.248,50M,50M,
 VELEBNOC1004X1,Port-channel5,CCSJ4500LEBX1_ae9_(Upstream),,,,,
 VELEBNOC1004X1,Port-channel5.928,TIS-00000063226 / ZNT004UMI2MI2NN,928,89.221.41.91 255.255.255.254,,,
 VELEBNOC1004X1,Port-channel5.943,TIS-10000006901 / ZNT001UMI2MI2NN ,943,195.22.199.77 255.255.255.254,,,
 VELEBNOC1004X1,Port-channel5.1601,,,,,,
 VELEBNOC1004X1,Port-channel6(shutdown),CCSJ4500LEBX1_ae18,,,,,
 VELEBNOC1004X1,Port-channel7,CCSJ4500LEBX1_ae2_(CDN2022),,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/0/0,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/0/1,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/0/2,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/0/3(shutdown),,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/0/4,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet0/0/5,,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/0/0,CCSJ4500LEBX1-xe-0/0/7,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/1/0,CCSJ4500LEBX1-xe-0/0/12,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/2/0,CCSJ4500LEBX1-xe-0/0/11,,,,,
 VELEBNOC1004X1,TenGigabitEthernet1/3/0,CCSJ4500LEBX1-xe-0/0/13,,,,,
 VELEBNOC1004X1,GigabitEthernet0(shutdown),,,10.0.0.2 255.255.255.252,,,
VECCSNOCJM120x1,xe-0/0/0 ,,,,,,
VECCSNOCJM120x1,xe-1/0/0 ,,,,,,
VECCSNOCJM120x1,ge-2/0/0 ,SID85070 -# EPL -# 1_Mbps -# VLAN:460 -# IFX_VENEZUELA,460,,,,
VECCSNOCJM120x1,ge-2/0/0 ,,554,172.23.252.161/30,PROFIT,PROFIT,
VECCSNOCJM120x1,ge-2/0/0 ,NEUTRONA-ROSNEFT;ID:26054,596,,,,
VECCSNOCJM120x1,ge-2/0/0 ,GALI-NEUTRONA-BANESCO-SEGUROS,600,,,,
VECCSNOCJM120x1,ge-2/0/0 ,RIVOLI-BOSQUE;ID:25968,620,172.23.251.117/30,20M+NETFLIX+YT,,
VECCSNOCJM120x1,ge-2/0/0 ,,623,172.23.250.117/30,50m,50m,
VECCSNOCJM120x1,ge-2/0/0 ,BNC3_OLD-EDC455,956,181.225.41.113/28,20m,20m,
VECCSNOCJM120x1,ge-2/0/0 ,BNC4_OLD-EDC456,957,181.225.41.97/28,,,
VECCSNOCJM120x1,ge-2/0/0 ,,1008,172.23.252.165/30,20m,20m,
VECCSNOCJM120x1,ge-2/0/0 ,,1012,172.23.251.57/30,20m,20m,
VECCSNOCJM120x1,ge-2/0/0 ,CANTV-SYMRISE-Neutrona_ID84841,1033,,,,
VECCSNOCJM120x1,ge-2/0/0 ,LIBER-NEUTRONA-TORRE-POLAR,1038,,,,
VECCSNOCJM120x1,ge-2/0/0 ,CUBON-CONDOMINIO,1051,172.23.252.237/30,20m,20m,
VECCSNOCJM120x1,ge-2/0/0 ,NEKSO;ID:26017,1052,172.23.251.13/30,5m,5m,
VECCSNOCJM120x1,ge-2/0/0 ,84712 -# L3VPN -# 1_Mbps -# TATA_COMMUNICATIONS-NEUTRONA -# VLAN:606 -# IFX_VENEZUELA,1053,,,,
VECCSNOCJM120x1,ge-2/0/0 ,MCCY-TECNO-URB,1104,172.23.251.41/30,10m,10m,
VECCSNOCJM120x1,ge-2/0/0 ,,1121,2803:d480:0:71::8053/64,VENSITE,VENSITE,
VECCSNOCJM120x1,ge-2/0/0 ,RED1-VL1504-MEDICOS-SIN-FRONT;ID:26093,1504,172.23.248.161/30,100m,100m,
VECCSNOCJM120x1,ge-2/0/0 ,PCR-FCO-NEUTRONA/NEUTRONA_ID:90604,1523,,,,
VECCSNOCJM120x1,ge-2/0/1 ,SINAI-DIRECTV/NEUTRONA SID90595,1205,,,,
VECCSNOCJM120x1,ge-2/0/1 ,PCR-CAYORMA/NEUTRONA,1506,,,,
VECCSNOCJM120x1,ge-2/0/2 ,,,,,,
VECCSNOCJM120x1,ge-2/0/3 ,,,,,,
VECCSNOCJM120x1,so-2/1/0 ,,,,,,
VECCSNOCJM120x1,ge-3/0/0 ,,,,,,
VECCSNOCJM120x1,so-3/0/0 ,,0,,,,
VECCSNOCJM120x1,ge-3/0/1 ,,,,,,
VECCSNOCJM120x1,ge-3/0/2 ,,,,,,
VECCSNOCJM120x1,ge-3/0/3 ,CCS3750CREDX1-EDC_Gi1/0/2,,,,,
VECCSNOCJM120x1,ge-3/1/0 ,,,,,,
VECCSNOCJM120x1,ge-3/1/1 ,,,,,,
VECCSNOCJM120x1,ge-3/1/2 ,CANTV_VLAN:720_ID:1000002193_Circuito:2301-0152284/9216-0006062,720,172.23.252.157/30,,,
VECCSNOCJM120x1,ge-3/1/3 ,,,,,,
VECCSNOCJM120x1,so-3/2/0 ,,,,,,
VECCSNOCJM120x1,so-3/2/1 ,,,,,,
VECCSNOCJM120x1,so-3/2/2 ,,,,,,
VECCSNOCJM120x1,so-3/2/3 ,,,,,,
VECCSNOCJM120x1,ge-3/3/0 ,,,,,,
VECCSNOCJM120x1,ge-3/3/1 ,TVZ-2021;ID:18823,0,172.23.255.205/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-BOL,12,172.23.254.201/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-ONIX,13,172.23.254.225/30 ,,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-TUNO,15,172.23.254.197/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-TMERCEDES,16,172.23.254.193/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,RED_MGMT_FIBER_POP,17,172.23.254.145/28,,,
VECCSNOCJM120x1,ge-3/3/2 ,,117,190.94.210.213/30,30m,30m,
VECCSNOCJM120x1,ge-3/3/2 ,SexyCaracas_Hosting;ID:22657,119,190.94.210.237/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,,200,181.225.44.185/29,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,MCCY-INFRA-CARACAS,201,181.225.44.177/29,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,TC-WIMAC-SYS;ID:25901,202,172.23.253.229/30,15m,15m,
VECCSNOCJM120x1,ge-3/3/2 ,ORIENTAL-COBRE;ID:22833,256,172.23.250.5/30,30m,30m,
VECCSNOCJM120x1,ge-3/3/2 ,CRED-GESTION-OLT,260,172.23.252.85/30,ACCESO-TELNET112021,,
VECCSNOCJM120x1,ge-3/3/2 ,HERBALIFE;ID:26191,267,172.23.245.245/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,CRED-FCHACON,272,181.225.48.41/29,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,PROTOCOLO;ID:25998,277,172.23.255.105/30,40m,40m,
VECCSNOCJM120x1,ge-3/3/2 ,CRED-FCHACON,278,190.94.253.137/30,40m,40m,
VECCSNOCJM120x1,ge-3/3/2 ,STMORITZ-IP-BAN;ID:26168,497,172.23.245.85/30,100m,100m,
VECCSNOCJM120x1,ge-3/3/2 ,STMORITZ-SW-BAN;ID:26168,498,172.23.244.233/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,STMORITZ-SW-PAL;ID:26168,499,172.23.243.81/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,PARC-BASTIDOR,503,172.23.255.177/30,ACCESO-TELNET022018,,
VECCSNOCJM120x1,ge-3/3/2 ,ARAQUE;ID:25989,557,172.23.251.105/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-CONDOMINIO,563,172.23.251.37/30,30m,30m,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-BC-GESTION,567,172.23.254.233/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-DANIEL-ISA,572,172.23.250.73/30,30m,30m,
VECCSNOCJM120x1,ge-3/3/2 ,NODUS-BANK;ID:22833,573,172.23.250.225/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,FONDOGLOBAL2;ID:25873,574,172.23.252.49/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-MS-MB,579,172.23.254.21/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-MS-SOLANO,580,172.23.254.17/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,MS-DALIA-R;ID:26059,581,172.23.253.117/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-MS-INT-10-2,586,190.94.211.49/29,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,VHICOA;ID:26144,592,172.23.247.145/30,30m,30m,
VECCSNOCJM120x1,ge-3/3/2 ,CASA-ESTEFANY,625,190.94.210.217/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,BOL-CASA-JACKELIN,638,190.94.208.45/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,TMER-AP,803,172.23.251.49/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,TMER-CONDOMINIO,805,181.225.48.9/29,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,TMER-MGL,806,172.23.244.185/30,40m,40m,
VECCSNOCJM120x1,ge-3/3/2 ,TMER-SAMSUNG-EUROB,807,172.23.243.125/30,60m,60m,
VECCSNOCJM120x1,ge-3/3/2 ,TPAR-PARMALAT;ID:25955,851,172.23.252.41/30,150m,150m,
VECCSNOCJM120x1,ge-3/3/2 ,KUWAIT-IFX;ID:26014,1055,172.23.251.185/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,CLETECI;ID:26013,1057,172.23.250.13/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,MARSHAL;ID:26012,1058,172.23.250.61/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,ALFONSORCHUAO;ID:26030,1059,172.23.250.37/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,CUBO-CUBICULOS-Y-PAP,1062,172.23.248.17/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,OLTP;ID:26074,1063,172.23.248.145/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,GRANOS-DIGITALES;ID:26102,1064,172.23.247.29/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,PIZZOLANTE;ID:26120,1065,172.23.247.101/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,CUBON-MUDANZAS-INTERNACIONALES;ID:26046,1066,172.23.250.173/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,ALTUM;ID:26199,1070,172.23.245.201/30,50m,50m,
VECCSNOCJM120x1,ge-3/3/2 ,ASESORIA-FINAN;ID:26195,1071,172.23.245.221/30,40m,40m,
VECCSNOCJM120x1,ge-3/3/2 ,CUBO-E/S-CHUAO,1072,172.23.245.161/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,IMPORTADORA-MERAKI;ID:26243,1074,172.23.244.145/30,40m,40m,
VECCSNOCJM120x1,ge-3/3/2 ,BBO-CAPITAL;ID:22723,1075,172.23.244.169/30,40m,40m,
VECCSNOCJM120x1,ge-3/3/2 ,CUBO-GESTION-OLT,1076,172.23.252.225/30,,,
VECCSNOCJM120x1,ge-3/3/2 ,ANAU-QUINTA,1152,190.94.210.205/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,ANAU-ROUTER-PARQUE,1153,172.23.250.141/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,ANAU-UNION-ISRAELITA;ID:25927,1154,190.94.218.9/29,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,ANAU-YESHIVA,1155,190.94.210.169/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,ANAU-BEIT-JOSEPH,1156,190.94.210.165/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,ANAU-BEIT-AVOT-CAM,1157,190.94.210.161/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,ANAU-BEIT-AVOT,1160,172.23.245.33/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,SINAI-BET-SHMUEL,1201,190.94.210.141/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,SINAI-BET-ABRAHAM,1202,190.94.210.137/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,SINAI-QUINTA-MILU,1203,190.94.210.133/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,VENEVISION;ID:26092,1206,172.23.248.197/30,100m,100m,
VECCSNOCJM120x1,ge-3/3/2 ,SINAI-VENE-SAMIRA,1207,172.23.248.201/30,40m,40m,
VECCSNOCJM120x1,ge-3/3/2 ,TEACHLRCORP-1881;ID:25975,1552,172.23.245.69/30,10m,10m,
VECCSNOCJM120x1,ge-3/3/2 ,PERLA-DEL-SUR;ID:26207,1556,172.23.245.253/30,20m,20m,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-CARACASR-POLICLI,1564,190.94.250.193/30,60m,60m,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-BPLAZA-TC-MGMT,1570,172.23.244.213/30,,,
VECCSNOCJM120x1,ge-3/3/3 ,VECCSNOC3750X4_Giga1/0/5,2,172.23.250.121/29,,,
VECCSNOCJM120x1,ge-3/3/3 ,CANTV-SINAGOGA_BetAtharon,755,172.23.253.81/30,,,
VECCSNOCJM120x1,ge-3/3/3 ,CANTV-IGLESIAJSUD;ID:23049,820,172.23.252.21/30,,,
VECCSNOCJM120x1,ge-3/3/3 ,CANTV-ARMADA-OCHINA-LG;ID:10843,950,172.23.255.181/30,,,
VECCSNOCJM120x1,so-4/0/0 ,,,,,,
VECCSNOCJM120x1,ge-5/0/0 ,CCSJ4500CREX1_xe-0/0/24,1,172.23.249.97/28,ACCESO-TELNET022018,,
VECCSNOCJM120x1,ge-5/0/0 ,CRED-TVZ-MTN-2022-1,281,172.23.253.237/30,,,
VECCSNOCJM120x1,ge-5/0/0 ,CRED-TVZ-CA1-2022,283,172.23.250.25/30,,,
VECCSNOCJM120x1,ge-5/0/0 ,CRED-TVZ-LC1-2022,284,172.23.251.25/30,,,
VECCSNOCJM120x1,ge-5/0/0 ,TUNO-NODOV-QTA-MARACA,491,181.225.53.129/29,300m,300m,
VECCSNOCJM120x1,ge-5/0/0 ,EMB-BRASIL;ID:21210,516,172.23.254.113/30,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,SCOUT-TECNOLOGIA;ID:26000,526,172.23.251.181/30,50m,50m,
VECCSNOCJM120x1,ge-5/0/0 ,VICTORIA-HOLDING;ID:26032,533,172.23.250.153/30,80m,80m,
VECCSNOCJM120x1,ge-5/0/0 ,BNC;ID:21599,954,181.225.43.161/29,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,CUBO-KAYSEN,1077,172.23.243.149/30,50m,50m,
VECCSNOCJM120x1,ge-5/0/0 ,BANCAMIGA;ID:26083,1505,190.94.245.201/29,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,GRUPO-OSEO;ID:26169,1531,172.23.254.41/30,200m,200m,
VECCSNOCJM120x1,ge-5/0/0 ,GALI-BC-IP,1567,190.94.245.249/29,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,,1606,172.23.245.177/30,50m,50m,
VECCSNOCJM120x1,ge-5/0/0 ,QTA-SERRANA;ID:26170,1611,172.23.248.45/30,300m,300m,
VECCSNOCJM120x1,ge-5/0/0 ,PIDEYUMMY;ID:26204,1612,172.23.246.37/30,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,EMB-PAISES-BAJOS;ID:26197,1614,172.23.246.105/30,80m,80m,
VECCSNOCJM120x1,ge-5/0/0 ,ADANFARMA;ID:26222,1620,172.23.244.93/30,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,PCR-NODOV-DELTA,1627,181.225.42.17/29,400m,400m,
VECCSNOCJM120x1,ge-5/0/0 ,PCR-SISNET,1629,172.23.246.185/30,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,PURO-PAGO-TFC;ID:26196,1650,190.94.199.25/30,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,TELCORP-PISO-13;ID:26301,1754,172.23.243.69/30,100m,100m,
VECCSNOCJM120x1,ge-5/0/0 ,PCR-TEKKOA-SW,1759,172.23.244.57/30,,,
VECCSNOCJM120x1,ge-5/0/0 ,PCR-TEKKOA,1760,190.94.243.113/29,,,
VECCSNOCJM120x1,ae0 ,TELCORP;ID:26301,493,172.23.244.161/30,60m,60m,
VECCSNOCJM120x1,ae0 ,UNICEF-HP;ID:25552,528,172.23.250.21/30,80m,80m,
VECCSNOCJM120x1,ae0 ,ACNUR-FIBRA;ID:11658,534,172.23.252.25/30,150m,150m,
VECCSNOCJM120x1,ae0 ,ELUN-ST-GUILLAN,971,172.23.245.217/30,100m,100m,
VECCSNOCJM120x1,ae0 ,ANAUC-2NET-C-MEDICO,1163,172.23.243.237/30,100m,100m,
VECCSNOCJM120x1,ae0 ,SINAI-VENE-SAMIRA-PRINCIPAL,1208,172.23.247.221/30,SAECA,SAECA,
VECCSNOCJM120x1,ae0 ,GRUPO-JHS;ID:26008,1254,172.23.251.169/30,40m,40m,
VECCSNOCJM120x1,ae0 ,PALMERA;ID:26027,1508,172.23.248.205/30,1m,1m,
VECCSNOCJM120x1,ae0 ,,1525,2803:D480:0:75::8053/64,TOP,TOP,
VECCSNOCJM120x1,ae0 ,YV-INGENIERIA;ID:26147,1529,172.23.247.237/30,90m,90m,
VECCSNOCJM120x1,ae0 ,GALI-NEU-YANK-GROUP,1554,,,20m,20m
VECCSNOCJM120x1,ae0 ,PCR-ACTIVALORES,1635,172.23.246.241/30,60m,60m,
VECCSNOCJM120x1,ae0 ,VIVA-SUPERCENTRO;ID:26282,1640,172.23.246.121/30,60m,60m,
VECCSNOCJM120x1,ae0 ,CANTON-GRILL;ID:26286,1641,172.23.244.181/30,50m,50m,
VECCSNOCJM120x1,ae1 ,BACKBONE-CRED-L3,9,2803:d480:0:80:0:3e80:0:2/124,,,
VECCSNOCJM120x1,ae1 ,CRED-LEBRUN,30,2803:d480:0:66::e000/64,,,
VECCSNOCJM120x1,ae2 ,MULTIPHONE;ID:22666,4,172.23.250.85/30,,,
VECCSNOCJM120x1,ae2 ,,7,172.23.254.101/30,,,
VECCSNOCJM120x1,ae2 ,Brighstar,730,172.23.255.185/30,,,
VECCSNOCJM120x1,ae3 ,,1,172.23.253.137/29,,,
VECCSNOCJM120x1,ae3 ,PEER-NU,129,190.94.210.229/30,,,
VECCSNOCJM120x1,ae3 ,,520,,,,
VECCSNOCJM120x1,ae3 ,NV-CLARIANT,610,,,,
VECCSNOCJM120x1,ae3 ,,0,2803:d480:0:73::16/128,ACCESO-TELNET022018-V6,,
 VECCSLEV31002X1,Loopback0,,,181.225.46.242 255.255.255.255,,,
,,,,,,,
 VECCSLEV31002X1,Tunnel0,LEV3-MD-CDT,,172.23.254.97 255.255.255.252,,,
 VECCSLEV31002X1,GigabitEthernet0/0/0,TIS-ID:IFV005UCARMI2NN,,10.10.121.185 255.255.255.252,,,
 VECCSLEV31002X1,GigabitEthernet0/0/1,,,,,,
 VECCSLEV31002X1,GigabitEthernet0/0/1.925,LEV3-WIFIPOPCCS,925,172.23.254.129 255.255.255.240,30M,30M,
 VECCSLEV31002X1,GigabitEthernet0/0/2(shutdown),,,,,,
 VECCSLEV31002X1,GigabitEthernet0/0/3(shutdown),,,,,,
 VECCSLEV31002X1,TenGigabitEthernet0/1/0,,,172.23.249.3 255.255.255.240,,,
 VECCSLEV31002X1,TenGigabitEthernet0/1/0.29,L3-LEBRUN,29,172.23.249.17 255.255.255.240,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0,,,,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.911(shutdown),LEV3-CL_IP - FRO2006909960,911,89.221.41.89 255.255.255.254,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.915(shutdown),LEV3-CL_IP - FRO2006909960,915,4.15.156.46 255.255.255.252,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.916(shutdown),LEV3-CIX,916,172.23.255.189 255.255.255.252,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.918(shutdown),LEV3-CHIRCALNET,918,172.23.254.25 255.255.255.252,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.919(shutdown),LEV3-360,919,172.23.254.29 255.255.255.252,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.924(shutdown),LEV3-WIFISOLUTION,924,172.23.252.53 255.255.255.252,400M,WIFISOLUTION-MAY2021,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.930,CIR-MD-TEST,930,172.23.252.205 255.255.255.252,100M,100M,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.933(shutdown),LEV3-360-MEGADATTA,933,172.23.254.53 255.255.255.252,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.934(shutdown),LEV3-360-PNS,934,172.23.254.57 255.255.255.252,,,
 VECCSLEV31002X1,TenGigabitEthernet0/2/0.941,LEV3-CHIRCALNET,941,181.225.40.217 255.255.255.248,50M,50M,
 VECCSLEV31002X1,POS0/3/0,UNITEL:CANTV-F9529/CIRCUITO:85560000650/ORDER:I13ICP25289,,172.23.253.253 255.255.255.252,,,
 VECCSLEV31002X1,POS0/3/1(shutdown),,,,,,
 VECCSLEV31002X1,POS0/3/2(shutdown),,,,,,
 VECCSLEV31002X1,POS0/3/3(shutdown),,,,,,
 VECCSLEV31002X1,POS0/3/4(shutdown),,,,,,
 VECCSLEV31002X1,POS0/3/5(shutdown),,,,,,
 VECCSLEV31002X1,POS0/3/6(shutdown),,,,,,
 VECCSLEV31002X1,POS0/3/7,UNITEL:CANTV-G0864/ORDER:I14ICP02675/CID:47410000818,,172.23.252.17 255.255.255.252,,,
 VECCSLEV31002X1,GigabitEthernet0(shutdown),,,,,,
