NOMBRE_EQUIPO,INTERFACE,NOMBRE_CLIENTE,NRO_VLAN,DIRECCION_IP,VELOCIDAD_ENTRADA,VELOCIDAD_SALIDA
 VECCSNOC7206X3,GigabitEthernet0/3.603(shutdown),RED4-VL603-IGELIA-TEMPLO,603,172.23.251.9 255.255.255.252,6M,6M,
 VECCSNOC7206X3,GigabitEthernet0/3.604,LAB-ABBOT,604,172.23.251.1 255.255.255.252,4M,4M,
 VECCSNOC7206X3,GigabitEthernet0/3.605,RED4-NV-LAB-VITA,605,172.23.250.53 255.255.255.252,2M,2M,
 VECCSNOC7206X3,GigabitEthernet0/3.606,RED4-VL606-NV-GFT-SOLUCIONES,606,172.23.250.177 255.255.255.252,15M,15M,
 VECCSNOC7206X3,GigabitEthernet0/3.607,RED4-VL607-NV-TODOBOMBAS-PRESIDENTE,607,172.23.250.221 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet0/3.609,RED4-VL609-NV-DYKASA,609,172.23.248.9 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet0/3.611,RED4-VL611-NV-LAB-VIVAX,611,172.23.254.173 255.255.255.252,10M,10M,
 VECCSNOC7206X3,GigabitEthernet0/3.612,RED4-VL612-GIORGIO,612,172.23.248.137 255.255.255.252,8M,8M,
 VECCSNOC7206X3,GigabitEthernet0/3.613,RED4-VL613-NV-POLIVENSE,613,172.23.248.157 255.255.255.252,10M,10M,
 VECCSNOC7206X3,GigabitEthernet0/3.615(shutdown),NV-PLAN-SUAREZ,615,172.23.252.193 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet0/3.1729(shutdown),Embajada-Brasil,1729,172.23.254.113 255.255.255.252,,,
 VECCSNOC7206X3,GigabitEthernet0/3.3574,ITX-2,3574,172.23.253.221 255.255.255.252,6M,6M,
 VECCSNOC7206X3,Serial1/0(shutdown),,,,,,
 VECCSNOC7206X3,Serial1/1(shutdown),,,,,,
 VECCSNOC7206X3,Serial1/2(shutdown),,,,,,
 VECCSNOC7206X3,Serial1/3(shutdown),,,,,,
 VECCSNOC7206X3,GigabitEthernet2/0,RED GPON 1,,,,,
 VECCSNOC7206X3,Serial3/0:3,DIARIO-TAL-CUAL,,200.62.16.229 255.255.255.252,,,
 VECCSNOC7206X3,Serial3/0:4,,,10.255.255.6 255.255.255.252,,,
 VECCSNOC7206X3,Serial3/3:0,Nature-Sunshine,,172.23.254.181 255.255.255.252,,,
 VECCSNOC7206X3,Serial3/5:0,Manufactura_Enveta CANTV_ID:G0638,,172.23.253.237 255.255.255.252,,,
 VECCSNOC7206X3,GigabitEthernet5/0,CCSJ4500CREX1_ge-0/0/17,,,,,
 VECCSNOC7206X3,GigabitEthernet5/0.951,ELUN-UNIVERSAL,951,172.23.254.229 255.255.255.252,15M,15M,
 VECCSNOC7206X3,GigabitEthernet5/0.952,ELUN-JC-SB,952,172.23.249.133 255.255.255.252,50M,50M,
 VECCSNOC7206X3,GigabitEthernet5/0.953,ELUN-CARTONERACCS,953,172.23.252.149 255.255.255.252,50M,50M,
 VECCSNOC7206X3,GigabitEthernet5/0.955,ELUN-BNC2,955,181.225.43.153 255.255.255.248,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.958,ELUN-ELCO,958,172.23.252.229 255.255.255.252,50M,50M,
 VECCSNOC7206X3,GigabitEthernet5/0.965,ELUN-CORP-LAZAM,965,172.23.248.165 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.969,ELUN-DIPROMULCA,969,172.23.247.201 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.970,ELUN-CVA-CENTRO,970,172.23.245.205 255.255.255.252,40M,40M,
 VECCSNOC7206X3,GigabitEthernet5/0.971,ELUN-ST-GUILLAN,971,172.23.245.217 255.255.255.252,,,
 VECCSNOC7206X3,GigabitEthernet5/0.972,ELUN-MANSAMUSA-GOLD,972,172.23.244.9 255.255.255.252,30M,30M,
 VECCSNOC7206X3,GigabitEthernet5/0.973,ELUN-SINAGOGA-MARIP,973,172.23.252.1 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.974,ELUN-CICPC-URDANETA,974,172.23.244.125 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.975,ELUN-CICPC-PCARABOBO,975,172.23.244.129 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.977,ELUN-FARMARATO,977,172.23.244.225 255.255.255.252,40M,40M,
 VECCSNOC7206X3,GigabitEthernet5/0.980,ELUN-GAMA-SB-SW,980,172.23.244.49 255.255.255.252,,,
 VECCSNOC7206X3,GigabitEthernet5/0.1009,LIBER-CONDOMINIO,1009,181.225.43.249 255.255.255.248,10M,10M,
 VECCSNOC7206X3,GigabitEthernet5/0.1010,LIBER-EMBAJADOR,1010,172.23.252.173 255.255.255.252,5M,5M,
 VECCSNOC7206X3,GigabitEthernet5/0.1013(shutdown),LIBER-SOLUCIONESTI,1013,172.23.251.81 255.255.255.252,50M,50M,
 VECCSNOC7206X3,GigabitEthernet5/0.1015,LIBER-SHAAREI-SHALOM,1015,190.94.210.157 255.255.255.252,4M,4M,
 VECCSNOC7206X3,GigabitEthernet5/0.1018,LIBER-DAV-DUBBING,1018,172.23.248.13 255.255.255.252,50M,50M,
 VECCSNOC7206X3,GigabitEthernet5/0.1020,LIBER-MORE,1020,172.23.248.81 255.255.255.252,20M,20M,
 VECCSNOC7206X3,GigabitEthernet5/0.1029,LIBER-FCHACON1,1029,190.94.208.169 255.255.255.252,5M,5M,
 VECCSNOC7206X3,GigabitEthernet5/0.1030,LIBER-SOAINT,1030,172.23.247.93 255.255.255.252,50M,50M,
 VECCSNOC7206X3,GigabitEthernet5/0.1044,LIBER-KS2,1044,172.23.244.33 255.255.255.252,50M,50M,
 VECCSNOC7206X3,GigabitEthernet5/0.1204,SINAI-CAMARAS,1204,190.94.210.129 255.255.255.252,4M,4M,
 VECCSNOC7206X3,GigabitEthernet5/0.1209(shutdown),SINAI-SACVEN,1209,172.23.253.201 255.255.255.252,40M,40M,
 VECCSNOC7206X3,GigabitEthernet5/0.1213,SINAI-FAROCA-KISMTET,1213,172.23.244.193 255.255.255.252,,,
 VECCSNOC7206X3,GigabitEthernet5/0.1215,SINAI-FAROCA-KISMTET-IP,1215,172.23.244.41 255.255.255.252,30M,30M,
 VECCSNOC7206X3,Serial6/1:3(shutdown),Telas Lafaven,,,,,
 VECCSNOC7206X3,Serial6/2:0,,,200.62.18.141 255.255.255.252,,,
 VECCSNOC7206X3,Serial6/3:0,BANCO_PLAZA_SABANA-GRANDE/NETUNO_ID:5314,,,,,
 VECCSNOC7206X3,Serial6/3:1,BANCO_PLAZA_IBM-CUBONEGRO/NETUNO_ID:5522,,,,,
 VECCSNOC7206X3,Serial6/4:0,T-Net,,200.35.83.6 255.255.255.252,,LOW-LATENCY,
 VECCSNOC7206X3,Serial6/6:0,IGLESIA-JESUCRISTO_CANTV_ID:E9977,,172.23.255.225 255.255.255.252,,,
 VECCSNOC7206X3,Serial6/7:0,57962 #- MPLS #- 1024_S6/7:0 #- 1064_EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A ESP #- Opciones Administrativas La Victoria LA VICTORIA VENEZUELA: Zona Industrial Soco frente Venceramica La Victoria-Estado Aragua #- CANTV,,192.168.164.5 255.255.255.252,1M,1M,
VECCSNOCJM120x1,xe-0/0/0 ,,,,,,
VECCSNOCJM120x1,xe-1/0/0 ,,,,,,
VECCSNOCJM120x1,ge-2/0/0 ,"SID85070 -# EPL -# 1_Mbps -# VLAN:460 -# IFX_VENEZUELA",460,,,,
VECCSNOCJM120x1,ge-2/0/0 ,INTERJURIS,553,172.23.251.29/30,40m,40m
VECCSNOCJM120x1,ge-2/0/0 ,,554,172.23.252.161/30,PROFIT,PROFIT
VECCSNOCJM120x1,ge-2/0/0 ,GALI-OVEJA-NEGRA,558,172.23.251.125/30,50m,50m
VECCSNOCJM120x1,ge-2/0/0 ,GALI_ORIENTAL,566,172.23.247.229/30,60m,60m
VECCSNOCJM120x1,ge-2/0/0 ,RED1-VL588-GALI-FONDO-DE-VALORES,588,172.23.248.169/30,100m,100m
VECCSNOCJM120x1,ge-2/0/0 ,GALI-FINANTRUST,595,172.23.247.233/30,20m,20m
VECCSNOCJM120x1,ge-2/0/0 ,GALI-NEUTRONA-ROSNEFT,596,,,,
VECCSNOCJM120x1,ge-2/0/0 ,GALI-NEUTRONA-BANESCO-SEGUROS,600,,,,
VECCSNOCJM120x1,ge-2/0/0 ,BOL-ASAD,618,172.23.251.25/30,10m,10m
VECCSNOCJM120x1,ge-2/0/0 ,"BOL-RIVOLI-BOSQUE;",620,172.23.251.117/30,20M+NETFLIX+YT
VECCSNOCJM120x1,ge-2/0/0 ,,623,172.23.250.117/30,50m,50m
VECCSNOCJM120x1,ge-2/0/0 ,BNC3_OLD-EDC455,956,181.225.41.113/28,20m,20m
VECCSNOCJM120x1,ge-2/0/0 ,BNC4_OLD-EDC456,957,181.225.41.97/28,,
VECCSNOCJM120x1,ge-2/0/0 ,,1008,172.23.252.165/30,20m,20m
VECCSNOCJM120x1,ge-2/0/0 ,,1012,172.23.251.57/30,20m,20m
VECCSNOCJM120x1,ge-2/0/0 ,RED1-VL1014-LIBER-COL-SINAI,1014,172.23.255.157/30,10m,10m
VECCSNOCJM120x1,ge-2/0/0 ,CANTV-SYMRISE-Neutrona_ID84841,1033,,,,
VECCSNOCJM120x1,ge-2/0/0 ,LIBER-NEUTRONA-TORRE-POLAR,1038,,,,
VECCSNOCJM120x1,ge-2/0/0 ,LIBER-SOL-COELLO-P17,1040,172.23.245.25/30,COELLO17,COELLO-CDN17
VECCSNOCJM120x1,ge-2/0/0 ,CUBON-CONDOMINIO,1051,172.23.252.237/30,20m,20m
VECCSNOCJM120x1,ge-2/0/0 ,CUBO-NEKSO,1052,172.23.251.13/30,5m,5m
VECCSNOCJM120x1,ge-2/0/0 ,"84712 -# L3VPN -# 1_Mbps -# TATA_COMMUNICATIONS-NEUTRONA -# VLAN:606 -# IFX_VENEZUELA",1053,,,,
VECCSNOCJM120x1,ge-2/0/0 ,MCCY-TECNO-URB,1104,172.23.251.41/30,10m,10m
VECCSNOCJM120x1,ge-2/0/0 ,,1121,2803:d480:0:71::8053/64,VENSITE,VENSITE
VECCSNOCJM120x1,ge-2/0/0 ,RED1-VL1504-PCR-MEDICOS-SIN-FRONT,1504,172.23.248.161/30,100m,100m
VECCSNOCJM120x1,ge-2/0/0 ,PCR-FCO-NEUTRONA/NEUTRONA_ID:90604,1523,,,,
VECCSNOCJM120x1,ge-2/0/1 ,,212,172.23.245.129/30,50m,50m
VECCSNOCJM120x1,ge-2/0/1 ,"SINAI-DIRECTV/NEUTRONA SID90595",1205,,,,
VECCSNOCJM120x1,ge-2/0/1 ,PCR-CAYORMA/NEUTRONA,1506,,,,
VECCSNOCJM120x1,ge-2/0/2 ,,700,172.23.255.253/30,,
VECCSNOCJM120x1,ge-2/0/2 ,CANTV_ME_ID:7183-0001640/IFX_PORT:2301-0152591,851,172.23.255.249/30,,
VECCSNOCJM120x1,ge-2/0/3 ,,,,,,
VECCSNOCJM120x1,so-2/1/0 ,,,,,,
VECCSNOCJM120x1,ge-3/0/0 ,,,,,,
VECCSNOCJM120x1,so-3/0/0 ,,0,,,,
VECCSNOCJM120x1,ge-3/0/1 ,,,,,,
VECCSNOCJM120x1,ge-3/0/2 ,,,,,,
VECCSNOCJM120x1,ge-3/0/3 ,CRED-NERVICOM,100,2803:d480:0:72::1/64,NERVICOM,NERVICOM
VECCSNOCJM120x1,ge-3/1/0 ,,,,,,
VECCSNOCJM120x1,ge-3/1/1 ,GPON-LIBER-NETWORK-CONSUL,3001,172.23.246.65/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-SURAMERICA-ESP,3003,172.23.247.61/30,300m,300m
VECCSNOCJM120x1,ge-3/1/1 ,GPON-LIBER-CORP-JHA,3004,172.23.247.181/30,500m,500m
VECCSNOCJM120x1,ge-3/1/1 ,GPON-LIBER-NUBOTEK-FIBRA,3007,172.23.253.217/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-CONSULTORES-SC,3009,172.23.247.189/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-AMNISTIA,3011,172.23.246.73/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-MACROTEL,3012,172.23.246.77/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-PLUS-CONTACT,3013,172.23.246.81/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-SELINGER-GROUP,3014,172.23.247.5/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-DIRECTA-GROUP,3015,172.23.246.93/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-EMB-PAISES-BAJOS,3016,172.23.246.97/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-QUINTA-ARCADIA,3017,172.23.246.101/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-CORP-ASIA,3018,172.23.246.41/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-LIBER-QTA-SAN-LUIS,3019,172.23.246.45/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-QTA-PIKAPU,3020,172.23.246.145/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-QTA-SETORRAY,3021,172.23.246.109/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-QTA-EL-RINCON,3022,172.23.246.169/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-QTA-EL-SAMAN,3023,172.23.246.173/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,QTA-SALTAMONTES,3024,172.23.246.49/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-COUNTRY-CLUB,3025,172.23.246.193/30,100m,100m
VECCSNOCJM120x1,ge-3/1/1 ,LIBER-AISVE,3026,172.23.252.241/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-SALVAFOOD-PZA-VZLA,3028,172.23.246.229/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,LIB-SOFTECH,3029,172.23.243.1/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,LIB-BEYOND-CC,3030,172.23.251.145/30,80m,80m
VECCSNOCJM120x1,ge-3/1/1 ,LIB-LAB-BEHRENS,3031,172.23.251.149/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,LIB-QUINTA-RE,3032,172.23.251.157/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,LIB-CLEA-TELECOM,3033,172.23.243.57/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-CRED-JRL,3100,172.23.246.21/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-CRED-CONSULTORES-AMD,3102,172.23.246.85/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,CRED-UVI-TECH,3103,172.23.248.109/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-GLOBAL-UNO,3200,172.23.246.129/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-GALI-PURO-PAGO,3201,172.23.246.137/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-POR-LA-PASTORA,3202,172.23.246.141/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,IT-BUSINESS,3203,172.23.246.149/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-TORINO,3204,172.23.250.1/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-VIVIR-SEGUROS,3205,172.23.246.153/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-GALI-LAN-SUPPORT,3207,172.23.246.161/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-GALI-ACQUA-FONTANA,3208,172.23.250.69/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-MAESTRE,3209,172.23.246.177/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-REVERON,3210,172.23.250.33/30,70m,70m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-REVERON-2,3211,172.23.246.197/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-SISNET-LIDO,3212,172.23.246.205/30,100m,100m
VECCSNOCJM120x1,ge-3/1/1 ,GPON1-GALI-HEFZIBA,3214,172.23.246.245/30,100m,100m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-AGRO-AGUADIA,3215,172.23.244.81/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-ESMARTKEEP,3216,172.23.246.125/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-ALPHATECH,3217,172.23.246.61/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-VECIIINO,3218,172.23.246.217/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-PERLA-DEL-SUR-2,3219,172.23.243.21/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-ANALITICOM,3220,172.23.243.17/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-PROPERTY,3221,172.23.243.25/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-PANEL-SYSTEMS,3222,172.23.243.53/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-DIVIDENDO-VOLUNTARIO,3223,172.23.243.65/30,100m,100m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-CORP-MAESTRE-P5,3224,172.23.243.77/30,15m,15m
VECCSNOCJM120x1,ge-3/1/1 ,GALI-OPTIDIALER,3225,172.23.243.161/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,,3226,172.23.243.113/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-CLUB-PTO-AZUL,3250,2803:d480:0:61::8053/64,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-ESP-ORIENTALES,3251,172.23.243.41/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-COPIKON,3252,172.23.243.45/30,40m,40m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-LOCATEL-SM,3253,172.23.253.101/30,50m,50m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-CORP-CALL-77,3258,172.23.243.141/30,100m,100m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-REINALDO,3260,190.94.199.45/30,100m,100m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-MDA-TV,3261,172.23.243.93/30,60m,60m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-ASA-STEKI,3262,172.23.244.241/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-SKYTEX,3263,172.23.244.249/30,20m,20m
VECCSNOCJM120x1,ge-3/1/1 ,TUNO-PRODEC,3265,172.23.243.173/30,40m,40m
VECCSNOCJM120x1,ge-3/1/2 ,CANTV_VLAN:720_ID:1000002193_Circuito:2301-0152284/9216-0006062,720,172.23.252.157/30,,
VECCSNOCJM120x1,ge-3/1/3 ,CANTV-PEER,980,172.23.255.233/30,,
VECCSNOCJM120x1,so-3/2/0 ,,,,,,
VECCSNOCJM120x1,so-3/2/1 ,TVZ:CANTV-G2343/2221-0167846/ORDEN:I14ICP20691,0,172.23.254.221/30,,
VECCSNOCJM120x1,so-3/2/2 ,,0,172.23.253.85/30,,
VECCSNOCJM120x1,so-3/2/3 ,TVZ:CANTV-G3086/2301-0168564/ORDEN:I15ICP01618,0,172.23.253.93/30,,
VECCSNOCJM120x1,ge-3/3/0 ,CRED-FCHACON-ARC,9,190.94.208.9/30,40m,40m
VECCSNOCJM120x1,ge-3/3/0 ,,29,2803:d480:0:80:0:0:0:3eb1/124,,
VECCSNOCJM120x1,ge-3/3/1 ,TVZ-2021,0,172.23.255.205/30,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-BOL,12,172.23.254.201/30,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-ONIX,13,172.23.254.225/30 ,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-TUNO,15,172.23.254.197/30,,
VECCSNOCJM120x1,ge-3/3/2 ,MON-BAS-TMERCEDES,16,172.23.254.193/30,,
VECCSNOCJM120x1,ge-3/3/2 ,RED_MGMT_FIBER_POP,17,172.23.254.145/28,,
VECCSNOCJM120x1,ge-3/3/2 ,,117,190.94.210.213/30,30m,30m
VECCSNOCJM120x1,ge-3/3/2 ,SexyCaracas_Hosting,119,190.94.210.237/30,10m,10m
VECCSNOCJM120x1,ge-3/3/2 ,,200,181.225.44.185/29,50m,50m
VECCSNOCJM120x1,ge-3/3/2 ,,201,181.225.44.177/29,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,TC-WIMAC-SYS,202,172.23.253.229/30,15m,15m
VECCSNOCJM120x1,ge-3/3/2 ,MCCY-LASER,206,172.23.247.85/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,MCCY-GRUPO-PRINCIPAL,207,172.23.247.129/30,10m,10m
VECCSNOCJM120x1,ge-3/3/2 ,,209,172.23.245.73/30,10m,10m
VECCSNOCJM120x1,ge-3/3/2 ,MCCY-JETCIVEN,211,172.23.245.101/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,CRED-ORIENTAL-COBRE,256,172.23.250.5/30,30m,30m
VECCSNOCJM120x1,ge-3/3/2 ,CRED-GESTION-OLT,260,172.23.252.85/30,ACCESO-TELNET112021
VECCSNOCJM120x1,ge-3/3/2 ,CRED-HERBALIFE,267,172.23.245.245/30,50m,50m
VECCSNOCJM120x1,ge-3/3/2 ,CRED-FCHACON,272,181.225.48.41/29,10m,10m
VECCSNOCJM120x1,ge-3/3/2 ,CRED-PROTOCOLO,277,172.23.255.105/30,40m,40m
VECCSNOCJM120x1,ge-3/3/2 ,CRED-FCHACON,278,190.94.253.137/30,40m,40m
VECCSNOCJM120x1,ge-3/3/2 ,TUNO-HECTICUS,482,172.23.247.193/30,50m,50m
VECCSNOCJM120x1,ge-3/3/2 ,TUNO-INTERVIT,484,172.23.245.233/30,50m,50m
VECCSNOCJM120x1,ge-3/3/2 ,TUNO-CONSEIN,487,172.23.253.249/30,50m,50m
VECCSNOCJM120x1,ge-3/3/2 ,TUNO-STMORITZ-IP-BAN,497,172.23.245.85/30,100m,100m
VECCSNOCJM120x1,ge-3/3/2 ,TUNO-STMORITZ-SW-BAN,498,172.23.244.233/30,,
VECCSNOCJM120x1,ge-3/3/2 ,TUNO-STMORITZ-SW-PAL,499,172.23.243.81/30,,
VECCSNOCJM120x1,ge-3/3/2 ,PARC-BASTIDOR,503,172.23.255.177/30,ACCESO-TELNET022018
VECCSNOCJM120x1,ge-3/3/2 ,GALI-FONDOGLOBAL,551,172.23.255.229/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-ALCALDIA,552,172.23.255.209/30,60m,60m
VECCSNOCJM120x1,ge-3/3/2 ,GALI_EVEBA,555,172.23.251.69/30,40m,40m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-VENCRED,556,172.23.251.65/30,40m,40m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-ARAQUE,557,172.23.251.105/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-ZURICH,559,172.23.251.121/30,60m,60m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-PACIF,562,172.23.255.121/30,40m,40m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-CONDOMINIO,563,172.23.251.37/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-FAO,565,172.23.250.9/30,10m,10m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-BC-GESTION,567,172.23.254.233/30,,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-DANIEL-ISA,572,172.23.250.73/30,30m,30m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-NODUS-BANK,573,172.23.250.225/30,50m,50m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-FONDOGLOBAL2,574,172.23.252.49/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-INST-ITALIANO,575,172.23.248.25/30,,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-IGLESIA-CAM-ALEG,576,172.23.248.29/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-MS-MB,579,172.23.254.21/30,,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-MS-SOLANO,580,172.23.254.17/30,,
VECCSNOCJM120x1,ge-3/3/2 ,GALI-MS-DALIA-R,581,172.23.253.117/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-MS-INT-10-2,586,190.94.211.49/29,10m,10m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-SEPAGOS,591,172.23.247.81/30,60m,60m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-VHICOA,592,172.23.247.145/30,30m,30m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-CONTRUCTORA-IHI,593,172.23.247.141/30,30m,30m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-ZUMA-SEGUROS,594,172.23.247.153/30,30m,30m
VECCSNOCJM120x1,ge-3/3/2 ,GALI-BEKESANTOS,598,172.23.247.213/30,20m,20m
VECCSNOCJM120x1,ge-3/3/2 ,CASA-ESTEFANY,625,190.94.210.217/30,10m,10m
